[DEBUG]	STARTING DIAGNOSIS_FROM_OBSERVABLE
[INFO]	DIMENSION:12 NEW SERIES EXECUTED:[('N0', 'ε', 6), ('N0', 'f3', 4), ('N0', 'ε', 7), (4, 'ε', 11), (6, 'ε', 12), (7, 'ε', 8), (7, 'ε', 6), (7, 'f3', 4), (8, 'ε', 12), (8, 'f3', 11), (11, 'ε', 'NQ'), (12, 'ε', 'NQ')]
[INFO]	DIMENSION:12 NEW PARALLEL EXECUTED:[('N0', 'ε', 6), ('N0', 'f3', 4), ('N0', 'ε', 7), (4, 'ε', 11), (6, 'ε', 12), (7, 'ε', 8), (7, 'ε', 6), (7, 'f3', 4), (8, 'ε', 12), (8, 'f3', 11), (11, 'ε', 'NQ'), (12, 'ε', 'NQ')]
[INFO]	DIMENSION:11 NEW LOOP EXECUTED:[(7, 'f3', 11), ('N0', 'ε', 6), ('N0', 'ε', 7), (6, 'ε', 12), (7, 'ε', 8), (7, 'ε', 6), (8, 'ε', 12), (8, 'f3', 11), (11, 'ε', 'NQ'), (12, 'ε', 'NQ'), ('N0', 'f3', 11)]
[INFO]	DIMENSION:11 NEW SERIES EXECUTED:[('N0', 'ε', 6), ('N0', 'ε', 7), ('N0', 'f3', 11), (7, 'f3', 11), (6, 'ε', 12), (7, 'ε', 8), (7, 'ε', 6), (8, 'ε', 12), (8, 'f3', 11), (11, 'ε', 'NQ'), (12, 'ε', 'NQ')]
[INFO]	DIMENSION:11 NEW PARALLEL EXECUTED:[('N0', 'ε', 6), ('N0', 'ε', 7), ('N0', 'f3', 11), (7, 'f3', 11), (6, 'ε', 12), (7, 'ε', 8), (7, 'ε', 6), (8, 'ε', 12), (8, 'f3', 11), (11, 'ε', 'NQ'), (12, 'ε', 'NQ')]
[INFO]	DIMENSION:10 NEW LOOP EXECUTED:[('N0', 'ε', 8), ('N0', 'ε', 6), ('N0', 'ε', 6), ('N0', 'f3', 11), (6, 'ε', 12), (8, 'ε', 12), (8, 'f3', 11), (11, 'ε', 'NQ'), (12, 'ε', 'NQ'), ('N0', 'f3', 11)]
[INFO]	DIMENSION:8 NEW SERIES EXECUTED:[('N0', 'ε', 8), ('N0', 'ε', 6), ('N0', 'f3', 11), (6, 'ε', 12), (8, 'ε', 12), (8, 'f3', 11), (11, 'ε', 'NQ'), (12, 'ε', 'NQ')]
[INFO]	DIMENSION:8 NEW PARALLEL EXECUTED:[('N0', 'ε', 8), ('N0', 'ε', 6), ('N0', 'f3', 11), (6, 'ε', 12), (8, 'ε', 12), (8, 'f3', 11), (11, 'ε', 'NQ'), (12, 'ε', 'NQ')]
[INFO]	DIMENSION:7 NEW LOOP EXECUTED:[('N0', 'ε', 8), ('N0', 'f3', 11), (8, 'ε', 12), (8, 'f3', 11), (11, 'ε', 'NQ'), (12, 'ε', 'NQ'), ('N0', 'ε', 12)]
[INFO]	DIMENSION:7 NEW SERIES EXECUTED:[('N0', 'ε', 8), ('N0', 'f3', 11), ('N0', 'ε', 12), (8, 'ε', 12), (8, 'f3', 11), (11, 'ε', 'NQ'), (12, 'ε', 'NQ')]
[INFO]	DIMENSION:7 NEW PARALLEL EXECUTED:[('N0', 'ε', 8), ('N0', 'f3', 11), ('N0', 'ε', 12), (8, 'ε', 12), (8, 'f3', 11), (11, 'ε', 'NQ'), (12, 'ε', 'NQ')]
[INFO]	DIMENSION:6 NEW LOOP EXECUTED:[('N0', 'f3', 11), ('N0', 'f3', 11), ('N0', 'ε', 12), (11, 'ε', 'NQ'), (12, 'ε', 'NQ'), ('N0', 'ε', 12)]
[INFO]	DIMENSION:4 NEW SERIES EXECUTED:[('N0', 'f3', 11), ('N0', 'ε', 12), (11, 'ε', 'NQ'), (12, 'ε', 'NQ')]
[INFO]	DIMENSION:4 NEW PARALLEL EXECUTED:[('N0', 'f3', 11), ('N0', 'ε', 12), (11, 'ε', 'NQ'), (12, 'ε', 'NQ')]
[INFO]	DIMENSION:4 NEW LOOP EXECUTED:[('N0', 'f3', 11), ('N0', 'ε', 12), (11, 'ε', 'NQ'), (12, 'ε', 'NQ')]
[INFO]	DIMENSION:2 NEW SERIES EXECUTED:[('N0', 'f3', 'NQ'), ('N0', 'ε', 'NQ')]
[INFO]	DIMENSION:1 NEW PARALLEL EXECUTED:[('N0', '(f3)', 'NQ')]
[INFO]	DIMENSION:1 NEW LOOP EXECUTED:[('N0', '(f3)', 'NQ')]
[CRITICAL]	Execution time|0:00:00.002138
